start_price,end_price,cumulative_return,annualized_return,annualized_vol,max_drawdown,highest_date,highest_price,lowest_date,lowest_price
1059.0400390625,2197.669921875,1.0751528184151145,0.038005463371390436,0.2338540137066774,-0.5573727220166406,2018-01-29,2598.18994140625,2001-09-17,468.760009765625
